因子代码,曾用名,开始时间,结束时间,研发状态,因子说明,数据类型,指数及指数列名,分钟指数及指数列名,选股指数,衍生因子,更新方式,是否盘口因子,因子平滑方式,备注,因子数据分布特征,1日rankIC,5日rankIC,20日rankIC,,,,
hf_pang_182[1],hf_pang_182[1],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_182[5],hf_pang_182[5],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_182[10],hf_pang_182[10],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_182[20],hf_pang_182[20],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_183[1],hf_pang_183[1],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（全天均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_183[5],hf_pang_183[5],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（全天均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_183[10],hf_pang_183[10],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（全天均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_183[20],hf_pang_183[20],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（全天均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_184[1],hf_pang_184[1],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（开盘一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_184[5],hf_pang_184[5],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（开盘一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_184[10],hf_pang_184[10],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（开盘一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_184[20],hf_pang_184[20],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（开盘一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_185[1],hf_pang_185[1],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（中间两小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_185[5],hf_pang_185[5],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（中间两小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_185[10],hf_pang_185[10],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（中间两小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_185[20],hf_pang_185[20],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（中间两小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_186[1],hf_pang_186[1],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_186[5],hf_pang_186[5],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_186[10],hf_pang_186[10],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_186[20],hf_pang_186[20],2022-07-08,2022-07-08,入库,用逐笔数据刻画的订单不平衡（最后一小时均值比标准差）,date_trade,None,None,None,否,增量,否,mean,微观市场结构因子：DPIN（直接用收益率替代超预期收益）,,,,,,,,
hf_pang_187[5],hf_pang_187[5],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_187[10],hf_pang_187[10],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_187[20],hf_pang_187[20],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_188[5],hf_pang_188[5],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_188[10],hf_pang_188[10],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_188[20],hf_pang_188[20],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_189[5],hf_pang_189[5],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日均值+N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_189[10],hf_pang_189[10],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日均值+N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_189[20],hf_pang_189[20],2022-08-05,2022-08-05,入库,分钟模糊度指标与成交额的相关性（N日均值+N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊关联度）,,,,,,,,
hf_pang_190[5],hf_pang_190[5],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_190[10],hf_pang_190[10],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_190[20],hf_pang_190[20],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_191[5],hf_pang_191[5],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_191[10],hf_pang_191[10],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_191[20],hf_pang_191[20],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_192[5],hf_pang_192[5],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日均值-N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_192[10],hf_pang_192[10],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日均值-N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_192[20],hf_pang_192[20],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交额与全天平均成交额比值（N日均值-N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交额比）,,,,,,,,
hf_pang_193[5],hf_pang_193[5],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_193[10],hf_pang_193[10],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_193[20],hf_pang_193[20],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日均值）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_194[5],hf_pang_194[5],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_194[10],hf_pang_194[10],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_194[20],hf_pang_194[20],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日标准差）,code_min,None,None,None,否,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_195[5],hf_pang_195[5],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日均值+N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_195[10],hf_pang_195[10],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日均值+N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_195[20],hf_pang_195[20],2022-08-05,2022-08-05,入库,分钟模糊度大于均值部分平均成交量与全天平均成交量比值（N日均值+N日标准差）,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊成交量比）,,,,,,,,
hf_pang_196[5],hf_pang_196[5],2022-08-05,2022-08-05,入库,hf_pang_190-hf_pang_193,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_196[10],hf_pang_196[10],2022-08-05,2022-08-05,入库,hf_pang_190-hf_pang_193,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_196[20],hf_pang_196[20],2022-08-05,2022-08-05,入库,hf_pang_190-hf_pang_193,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_197[5],hf_pang_197[5],2022-08-05,2022-08-05,入库,hf_pang_191-hf_pang_194,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_197[10],hf_pang_197[10],2022-08-05,2022-08-05,入库,hf_pang_191-hf_pang_194,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_197[20],hf_pang_197[20],2022-08-05,2022-08-05,入库,hf_pang_191-hf_pang_194,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_198[5],hf_pang_198[5],2022-08-05,2022-08-05,入库,hf_pang_192-hf_pang_195,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_198[10],hf_pang_198[10],2022-08-05,2022-08-05,入库,hf_pang_192-hf_pang_195,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_198[20],hf_pang_198[20],2022-08-05,2022-08-05,入库,hf_pang_192-hf_pang_195,date_day,None,None,None,是,增量,否,mean,参考方正研报：波动率的波动率与投资者模糊性厌恶——多因子选股系列研究之五（模糊价差）,,,,,,,,
hf_pang_199[3],hf_pang_199[3],2022-09-29,2022-09-29,测试,足迹图：买单失衡（失衡程度加权价格）,date_trade,None,None,None,否,增量,否,None,参考：https://zhuanlan.zhihu.com/p/447263231,,,,,,,,
hf_pang_200[3],hf_pang_200[3],2022-09-29,2022-09-29,测试,足迹图：卖单失衡（失衡程度加权价格）,date_trade,None,None,None,否,增量,否,None,参考：https://zhuanlan.zhihu.com/p/447263231,,,,,,,,
hf_pang_201[],hf_pang_201[],2022-09-29,2022-09-29,测试,足迹图：POC（最大成交量价格）,date_trade,None,None,None,否,增量,否,None,参考：https://zhuanlan.zhihu.com/p/447263231,,,,,,,,
hf_pang_202[20],hf_pang_202[20],2022-09-30,2022-09-30,测试,足迹图：当下价格与买单失衡价格N日平均的偏离,date_day,None,None,None,是,增量,否,None,参考：https://zhuanlan.zhihu.com/p/447263231,,,,,,,,
hf_pang_203[20],hf_pang_203[20],2022-09-30,2022-09-30,测试,足迹图：当下价格与卖单失衡价格N日平均的偏离,date_day,None,None,None,是,增量,否,None,参考：https://zhuanlan.zhihu.com/p/447263231,,,,,,,,
hf_pang_204[20],hf_pang_204[20],2022-09-30,2022-09-30,测试,足迹图：当下价格与POC价格N日平均的偏离,date_day,None,None,None,是,增量,否,None,参考：https://zhuanlan.zhihu.com/p/447263231,,,,,,,,
hf_dlj_001[],hf_dlj_001[],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,None,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[2],hf_dlj_001[2],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[3],hf_dlj_001[3],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[4],hf_dlj_001[4],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[5],hf_dlj_001[5],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[6],hf_dlj_001[6],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[7],hf_dlj_001[7],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[8],hf_dlj_001[8],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[9],hf_dlj_001[9],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_001[10],hf_dlj_001[10],2020-07-22,2020-07-22,入库,active_buy_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.038835257,-0.043315626,,,,
hf_dlj_002[],hf_dlj_002[],2020-07-22,2020-07-22,入库,active_buy_dealnum,date_tick,None,None,None,否,增量,否,None,,大于等于0,,-0.037604307,-0.042057347,,,,
hf_dlj_003[],hf_dlj_003[],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,None,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[2],hf_dlj_003[2],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[3],hf_dlj_003[3],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[4],hf_dlj_003[4],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[5],hf_dlj_003[5],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[6],hf_dlj_003[6],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[7],hf_dlj_003[7],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[8],hf_dlj_003[8],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[9],hf_dlj_003[9],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_003[10],hf_dlj_003[10],2020-07-22,2020-07-22,入库,active_sell_dealnum,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.034397418,-0.048906801,,,,
hf_dlj_004[],hf_dlj_004[],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,None,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[2],hf_dlj_004[2],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[3],hf_dlj_004[3],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[4],hf_dlj_004[4],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[5],hf_dlj_004[5],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[6],hf_dlj_004[6],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[7],hf_dlj_004[7],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[8],hf_dlj_004[8],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[9],hf_dlj_004[9],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_004[10],hf_dlj_004[10],2020-07-22,2020-07-22,入库,active_sell_volume,date_tick,None,None,None,否,增量,否,mean,,大于等于0,,-0.035969074,-0.050650631,,,,
hf_dlj_005[],hf_dlj_005[],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,None,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[2],hf_dlj_005[2],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[3],hf_dlj_005[3],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[4],hf_dlj_005[4],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[5],hf_dlj_005[5],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[6],hf_dlj_005[6],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[7],hf_dlj_005[7],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[8],hf_dlj_005[8],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[9],hf_dlj_005[9],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_005[10],hf_dlj_005[10],2020-07-22,2020-07-22,入库,no_trade_percent,date_tick,None,None,None,否,增量,否,mean,,在0到1之间,,0.074366106,0.102192628,,,,
hf_dlj_006[],hf_dlj_006[],2020-07-22,2020-07-22,入库,9：25分成交量,date_tick,None,None,None,否,增量,否,None,,大于等于0,,-0.061396829,-0.081382723,,,,
hf_dlj_007[],hf_dlj_007[],2020-07-22,2020-07-22,入库,admalambda,date_tick,None,None,None,否,增量,否,None,,,,0.00067361,0.001999781,,,,
hf_dlj_008[],hf_dlj_008[],2020-07-22,2020-07-22,舍弃,vpin,date_tick,None,None,None,否,增量,否,None,,,,,,,,,
hf_dlj_009[],hf_dlj_009[],2020-08-19,2020-08-19,入库,最后半小时订单不平衡,date_tick,None,None,None,否,增量,否,None,,在-1到1之间,,-0.010407005,-0.00388023,,,,
hf_dlj_010[],hf_dlj_010[],2020-08-19,2020-08-19,入库,开盘半小时订单不平衡,date_tick,None,None,None,否,增量,否,None,,在-1到1之间,,0.009859901,0.012547948,,,,
hf_dlj_011[],hf_dlj_011[],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,None,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[2],hf_dlj_011[2],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[3],hf_dlj_011[3],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[4],hf_dlj_011[4],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[5],hf_dlj_011[5],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[6],hf_dlj_011[6],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[7],hf_dlj_011[7],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[8],hf_dlj_011[8],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[9],hf_dlj_011[9],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_011[10],hf_dlj_011[10],2020-08-19,2020-08-19,入库,修正vpin,date_tick,None,None,None,否,增量,否,mean,,在-1到1之间,,-0.001926452,0.00289406,,,,
hf_dlj_012[],hf_dlj_012[],2020-08-19,2020-08-19,入库,最后半小时成交量,code_min,None,None,None,否,增量,否,None,,大于等于0,,-0.065224232,-0.088928496,,,,
hf_dlj_013[],hf_dlj_013[],2020-09-01,2020-09-03,入库,日内五分钟K线级别下调整动量,date_min,None,None,None,否,增量,否,None,多周期因子,,,-0.03216607,-0.028545125,,,,
hf_dlj_014[],hf_dlj_014[],2020-09-01,2020-09-03,入库,日内十分钟K线级别下调整动量,date_min,None,None,None,否,增量,否,None,多周期因子,,,-0.033414548,-0.025387269,,,,
hf_dlj_015[],hf_dlj_015[],2020-09-01,2020-09-03,入库,日内五分钟K线级别下成交量加权动量,date_min,None,None,None,否,增量,否,None,多周期因子,,,-0.035267197,-0.027351144,,,,
