因子代码,曾用名,开始时间,结束时间,研发状态,因子说明,数据类型,指数及指数列名,分钟指数及指数列名,选股指数,衍生因子,更新方式,是否盘口因子,因子平滑方式,备注,因子数据分布特征,1日rankIC,5日rankIC,20日rankIC,,,,
hf_lsy_022[1],hf_lsy_022[1],2021-03-11,2021-03-11,修正,高价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.014915738,-0.017312754,-0.014322213,,,,
hf_lsy_022[2],hf_lsy_022[2],2021-03-25,2021-03-25,修正,高价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.01666664,-0.019842824,-0.018102073,,,,
hf_lsy_022[3],hf_lsy_022[3],2021-03-25,2021-03-25,修正,高价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.016849626,-0.021813933,-0.020922585,,,,
hf_lsy_022[5],hf_lsy_022[5],2021-03-25,2021-03-25,测试,高价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.019095734,-0.023776196,-0.034252483,,,,
hf_lsy_022[10],hf_lsy_022[10],2021-03-25,2021-03-25,修正,高价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.019256872,-0.028823191,-0.030950384,,,,
hf_lsy_022[20],hf_lsy_022[20],2021-03-25,2021-03-25,修正,高价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.017975136,-0.030698176,-0.032901082,,,,
hf_lsy_023[1],hf_lsy_023[1],2021-03-11,2021-03-11,入库,高价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在0到1之间,0.028675489,0.036386573,0.03107538,,,,
hf_lsy_023[2],hf_lsy_023[2],2021-03-25,2021-03-25,入库,高价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在0到1之间,0.032208843,0.041776932,0.03707407,,,,
hf_lsy_023[3],hf_lsy_023[3],2021-03-25,2021-03-25,测试,高价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.031022455,0.041544423,0.019017569,,,,
hf_lsy_023[5],hf_lsy_023[5],2021-03-25,2021-03-25,测试,高价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.027700374,0.042811208,,,,,
hf_lsy_023[10],hf_lsy_023[10],2021-03-25,2021-03-25,测试,高价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.025383765,0.040578411,0.021052296,,,,
hf_lsy_023[20],hf_lsy_023[20],2021-03-25,2021-03-25,入库,高价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在0到1之间,0.021210323,0.034755466,0.037094638,,,,
hf_lsy_024[1],hf_lsy_024[1],2021-03-11,2021-03-11,入库,高价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,大于等于0,-0.018536785,-0.016105568,-0.010595116,,,,
hf_lsy_024[2],hf_lsy_024[2],2021-03-25,2021-03-25,测试,高价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.017948338,-0.015756828,-0.004028746,,,,
hf_lsy_024[3],hf_lsy_024[3],2021-03-25,2021-03-25,测试,高价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.014207872,-0.014115838,-0.004542847,,,,
hf_lsy_024[5],hf_lsy_024[5],2021-03-25,2021-03-25,测试,高价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.010057962,-0.011866381,-0.004994751,,,,
hf_lsy_024[10],hf_lsy_024[10],2021-03-25,2021-03-25,测试,高价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.006367035,-0.007700716,,,,,
hf_lsy_024[20],hf_lsy_024[20],2021-03-25,2021-03-25,测试,高价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.002496684,-0.002156491,-0.000444634,,,,
hf_lsy_025[1],hf_lsy_025[1],2021-03-11,2021-03-11,入库,高价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.009411748,-0.015546338,-0.011620001,,,,
hf_lsy_025[2],hf_lsy_025[2],2021-03-25,2021-03-25,测试,高价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.013084668,-0.017647391,,,,,
hf_lsy_025[3],hf_lsy_025[3],2021-03-25,2021-03-25,测试,高价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.013529828,-0.01772287,-0.0039975,,,,
hf_lsy_025[5],hf_lsy_025[5],2021-03-25,2021-03-25,测试,高价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.011798148,-0.016198003,,,,,
hf_lsy_025[10],hf_lsy_025[10],2021-03-25,2021-03-25,测试,高价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.00917026,-0.013109457,,,,,
hf_lsy_025[20],hf_lsy_025[20],2021-03-25,2021-03-25,测试,高价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.007317484,-0.008002276,,,,,
hf_lsy_026[1],hf_lsy_026[1],2021-03-11,2021-03-11,入库,高价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分大于-2,-0.012635169,-0.020747729,-0.020375083,,,,
hf_lsy_026[2],hf_lsy_026[2],2021-03-25,2021-03-25,测试,高价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.016417594,-0.023893714,,,,,
hf_lsy_026[3],hf_lsy_026[3],2021-03-25,2021-03-25,测试,高价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.017752308,-0.025475004,-0.021746338,,,,
hf_lsy_026[5],hf_lsy_026[5],2021-03-25,2021-03-25,测试,高价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.01839382,-0.027171115,,,,,
hf_lsy_026[10],hf_lsy_026[10],2021-03-25,2021-03-25,测试,高价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.017691878,-0.02817364,-0.033427385,,,,
hf_lsy_026[20],hf_lsy_026[20],2021-03-25,2021-03-25,测试,高价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.017365305,-0.026460737,,,,,
hf_lsy_027[1],hf_lsy_027[1],2021-03-11,2021-03-11,入库,高价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.036043398,-0.048129222,-0.050861076,,,,
hf_lsy_027[2],hf_lsy_027[2],2021-03-25,2021-03-25,入库,高价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.044014092,-0.058698246,-0.065041974,,,,
hf_lsy_027[3],hf_lsy_027[3],2021-03-25,2021-03-25,入库,高价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.045026096,-0.062748498,-0.072892164,,,,
hf_lsy_027[5],hf_lsy_027[5],2021-03-25,2021-03-25,入库,高价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.046274296,-0.066322201,-0.081497246,,,,
hf_lsy_027[10],hf_lsy_027[10],2021-03-25,2021-03-25,入库,高价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.041737895,-0.068943178,-0.089782493,,,,
hf_lsy_027[20],hf_lsy_027[20],2021-03-25,2021-03-25,入库,高价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.037980208,-0.067045147,-0.09237729,,,,
hf_lsy_028[1],hf_lsy_028[1],2021-03-11,2021-03-11,入库,高价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.03148155,-0.030638853,-0.026329073,,,,
hf_lsy_028[2],hf_lsy_028[2],2021-03-25,2021-03-25,测试,高价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.035000518,-0.036696417,,,,,
hf_lsy_028[3],hf_lsy_028[3],2021-03-25,2021-03-25,测试,高价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.034712388,-0.039215485,-0.0106692,,,,
hf_lsy_028[5],hf_lsy_028[5],2021-03-25,2021-03-25,测试,高价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.038968757,-0.041941716,-0.010698939,,,,
hf_lsy_028[10],hf_lsy_028[10],2021-03-25,2021-03-25,测试,高价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.033150631,-0.042671018,-0.011108417,,,,
hf_lsy_028[20],hf_lsy_028[20],2021-03-25,2021-03-25,测试,高价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.029714502,-0.046309743,-0.016775345,,,,
hf_lsy_029[1],hf_lsy_029[1],2021-03-11,2021-03-11,入库,低价位收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分在-0.2到0.2之间,-0.00483863,-0.002658472,-6.06515E-06,,,,
hf_lsy_029[2],hf_lsy_029[2],2021-03-25,2021-03-25,测试,低价位收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.006296089,-0.006346373,,,,,
hf_lsy_029[3],hf_lsy_029[3],2021-03-25,2021-03-25,测试,低价位收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.00711724,-0.00787518,0.01855553,,,,
hf_lsy_029[5],hf_lsy_029[5],2021-03-25,2021-03-25,测试,低价位收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.013036078,-0.009493489,,,,,
hf_lsy_029[10],hf_lsy_029[10],2021-03-25,2021-03-25,测试,低价位收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.010675275,-0.011945799,0.020506314,,,,
hf_lsy_029[20],hf_lsy_029[20],2021-03-25,2021-03-25,测试,低价位收益率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.010271247,-0.01710795,,,,,
hf_lsy_030[1],hf_lsy_030[1],2021-03-11,2021-03-11,入库,低价位收益率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,大于等于0,-0.020729888,-0.030855286,-0.042377488,,,,
hf_lsy_030[2],hf_lsy_030[2],2021-03-25,2021-03-25,测试,低价位收益率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.02383398,-0.036572826,,,,,
hf_lsy_030[3],hf_lsy_030[3],2021-03-25,2021-03-25,测试,低价位收益率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.026328616,-0.040098289,-0.07353401,,,,
hf_lsy_030[5],hf_lsy_030[5],2021-03-25,2021-03-25,测试,低价位收益率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.029468614,-0.043407901,,,,,
hf_lsy_030[10],hf_lsy_030[10],2021-03-25,2021-03-25,测试,低价位收益率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.029493423,-0.048521913,-0.080389606,,,,
hf_lsy_030[20],hf_lsy_030[20],2021-03-25,2021-03-25,测试,低价位收益率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.027875264,-0.047752436,,,,,
hf_lsy_031[1],hf_lsy_031[1],2021-03-11,2021-03-11,入库,低价位收益率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.000358488,0.001309672,-0.001453774,,,,
hf_lsy_031[2],hf_lsy_031[2],2021-03-25,2021-03-25,测试,低价位收益率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.000230853,0.001586952,-0.006703844,,,,
hf_lsy_031[3],hf_lsy_031[3],2021-03-25,2021-03-25,测试,低价位收益率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.000665169,0.00130268,,,,,
hf_lsy_031[5],hf_lsy_031[5],2021-03-25,2021-03-25,测试,低价位收益率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.002865471,0.000806231,,,,,
hf_lsy_031[10],hf_lsy_031[10],2021-03-25,2021-03-25,测试,低价位收益率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001692077,-0.000620585,-0.00497832,,,,
hf_lsy_031[20],hf_lsy_031[20],2021-03-25,2021-03-25,测试,低价位收益率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.00282975,-0.005930145,-0.004549463,,,,
hf_lsy_032[1],hf_lsy_032[1],2021-03-11,2021-03-11,入库,低价位收益率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分大于-2,-0.007033717,-0.011777632,-0.014023738,,,,
hf_lsy_032[2],hf_lsy_032[2],2021-03-25,2021-03-25,测试,低价位收益率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.010098106,-0.017316827,,,,,
hf_lsy_032[3],hf_lsy_032[3],2021-03-25,2021-03-25,测试,低价位收益率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.011222268,-0.020056493,,,,,
hf_lsy_032[5],hf_lsy_032[5],2021-03-25,2021-03-25,测试,低价位收益率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.013254754,-0.02227082,-0.036575945,,,,
hf_lsy_032[10],hf_lsy_032[10],2021-03-25,2021-03-25,测试,低价位收益率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.012820185,-0.023452431,,,,,
hf_lsy_032[20],hf_lsy_032[20],2021-03-25,2021-03-25,测试,低价位收益率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.012434408,-0.022968726,,,,,
hf_lsy_033[1],hf_lsy_033[1],2021-03-11,2021-03-11,修正,低价位换手率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.031391108,-0.056349027,-0.089282789,,,,
hf_lsy_033[2],hf_lsy_033[2],2021-03-25,2021-03-25,修正,低价位换手率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.031707416,-0.057611954,-0.091035383,,,,
hf_lsy_033[3],hf_lsy_033[3],2021-03-25,2021-03-25,测试,低价位换手率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.032082671,-0.059850087,,,,,
hf_lsy_033[5],hf_lsy_033[5],2021-03-25,2021-03-25,测试,低价位换手率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.032409316,-0.060535789,,,,,
hf_lsy_033[10],hf_lsy_033[10],2021-03-25,2021-03-25,修正,低价位换手率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.030648799,-0.059132192,-0.092097596,,,,
hf_lsy_033[20],hf_lsy_033[20],2021-03-25,2021-03-25,修正,低价位换手率均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.027614836,-0.05554622,-0.088651833,,,,
hf_lsy_034[1],hf_lsy_034[1],2021-03-11,2021-03-11,修正,低价位换手率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.027772969,-0.050739477,-0.080261878,,,,
hf_lsy_034[2],hf_lsy_034[2],2021-03-25,2021-03-25,修正,低价位换手率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.028788467,-0.052747052,-0.083041545,,,,
hf_lsy_034[3],hf_lsy_034[3],2021-03-25,2021-03-25,修正,低价位换手率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.029371855,-0.053838637,-0.084387944,,,,
hf_lsy_034[5],hf_lsy_034[5],2021-03-25,2021-03-25,测试,低价位换手率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.029903508,-0.056100608,,,,,
hf_lsy_034[10],hf_lsy_034[10],2021-03-25,2021-03-25,修正,低价位换手率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.028535178,-0.05537674,-0.085970503,,,,
hf_lsy_034[20],hf_lsy_034[20],2021-03-25,2021-03-25,修正,低价位换手率标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.025730134,-0.052070407,-0.083175986,,,,
hf_lsy_035[1],hf_lsy_035[1],2021-03-11,2021-03-11,入库,低价位换手率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,5.97155E-05,-0.000843704,0.00465916,,,,
hf_lsy_035[2],hf_lsy_035[2],2021-03-25,2021-03-25,测试,低价位换手率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001555534,-0.000129007,,,,,
hf_lsy_035[3],hf_lsy_035[3],2021-03-25,2021-03-25,测试,低价位换手率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001583784,-0.000566937,-0.020806071,,,,
hf_lsy_035[5],hf_lsy_035[5],2021-03-25,2021-03-25,测试,低价位换手率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.002170184,-0.001294954,,,,,
hf_lsy_035[10],hf_lsy_035[10],2021-03-25,2021-03-25,测试,低价位换手率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001397452,0.000473028,-0.027504733,,,,
hf_lsy_035[20],hf_lsy_035[20],2021-03-25,2021-03-25,测试,低价位换手率偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.000302226,0.003932513,-0.025671322,,,,
hf_lsy_036[1],hf_lsy_036[1],2021-03-11,2021-03-11,入库,低价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分大于-2,-0.000934314,-0.002279338,0.002404199,,,,
hf_lsy_036[2],hf_lsy_036[2],2021-03-25,2021-03-25,测试,低价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.00259062,-0.001842547,,,,,
hf_lsy_036[3],hf_lsy_036[3],2021-03-25,2021-03-25,测试,低价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.002675124,-0.002621552,-0.020262983,,,,
hf_lsy_036[5],hf_lsy_036[5],2021-03-25,2021-03-25,测试,低价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.003667402,-0.004133168,,,,,
hf_lsy_036[10],hf_lsy_036[10],2021-03-25,2021-03-25,测试,低价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.003244111,-0.003435908,-0.027899306,,,,
hf_lsy_036[20],hf_lsy_036[20],2021-03-25,2021-03-25,测试,低价位换手率峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001707565,-0.000765089,,,,,
hf_lsy_037[1],hf_lsy_037[1],2021-03-11,2021-03-11,入库,低价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在0到1之间,0.027449472,0.02961922,0.023719894,,,,
hf_lsy_037[2],hf_lsy_037[2],2021-03-25,2021-03-25,测试,低价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.028741997,0.031972171,,,,,
hf_lsy_037[3],hf_lsy_037[3],2021-03-25,2021-03-25,测试,低价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.026633181,0.032338251,0.021339408,,,,
hf_lsy_037[5],hf_lsy_037[5],2021-03-25,2021-03-25,测试,低价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.022011678,0.032726133,0.02498577,,,,
hf_lsy_037[10],hf_lsy_037[10],2021-03-25,2021-03-25,测试,低价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.019807558,0.031266104,,,,,
hf_lsy_037[20],hf_lsy_037[20],2021-03-25,2021-03-25,测试,低价位分钟标准化价格均值,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.016333652,0.025586291,0.01967006,,,,
hf_lsy_038[1],hf_lsy_038[1],2021-03-11,2021-03-11,入库,低价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,大于等于0,0.023884177,0.027527776,0.022955395,,,,
hf_lsy_038[2],hf_lsy_038[2],2021-03-25,2021-03-25,测试,低价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.025245258,0.028830372,0.01450097,,,,
hf_lsy_038[3],hf_lsy_038[3],2021-03-25,2021-03-25,测试,低价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.023023631,0.028905024,,,,,
hf_lsy_038[5],hf_lsy_038[5],2021-03-25,2021-03-25,测试,低价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.01989359,0.028181702,0.017772419,,,,
hf_lsy_038[10],hf_lsy_038[10],2021-03-25,2021-03-25,测试,低价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.01577424,0.022685259,0.015002568,,,,
hf_lsy_038[20],hf_lsy_038[20],2021-03-25,2021-03-25,测试,低价位分钟标准化价格标准差,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.013351877,0.019361179,,,,,
hf_lsy_039[1],hf_lsy_039[1],2021-03-11,2021-03-11,入库,低价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.006410989,-0.007681461,-0.00679826,,,,
hf_lsy_039[2],hf_lsy_039[2],2021-03-25,2021-03-25,测试,低价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.008059901,-0.010034724,0.000525897,,,,
hf_lsy_039[3],hf_lsy_039[3],2021-03-25,2021-03-25,测试,低价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.00871596,-0.010894896,,,,,
hf_lsy_039[5],hf_lsy_039[5],2021-03-25,2021-03-25,测试,低价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.006861248,-0.010978777,,,,,
hf_lsy_039[10],hf_lsy_039[10],2021-03-25,2021-03-25,测试,低价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.006849498,-0.012737918,,,,,
hf_lsy_039[20],hf_lsy_039[20],2021-03-25,2021-03-25,测试,低价位分钟标准化价格偏度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.005577038,-0.010828409,8.91767E-05,,,,
hf_lsy_040[1],hf_lsy_040[1],2021-03-11,2021-03-11,入库,低价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,绝大部分大于-2,-0.001233564,-0.00148035,-0.001697775,,,,
hf_lsy_040[2],hf_lsy_040[2],2021-03-25,2021-03-25,测试,低价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001244819,-0.001330017,,,,,
hf_lsy_040[3],hf_lsy_040[3],2021-03-25,2021-03-25,测试,低价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001242023,-0.001230259,-0.000550793,,,,
hf_lsy_040[5],hf_lsy_040[5],2021-03-25,2021-03-25,测试,低价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.003516009,-0.001073388,,,,,
hf_lsy_040[10],hf_lsy_040[10],2021-03-25,2021-03-25,测试,低价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001852106,0.001882475,,,,,
hf_lsy_040[20],hf_lsy_040[20],2021-03-25,2021-03-25,测试,低价位分钟标准化价格峰度,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.002525989,-0.000772079,-0.020916566,,,,
hf_lsy_041[1],hf_lsy_041[1],2021-03-11,2021-03-11,入库,低价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.004526288,0.004661289,0.02282112,,,,
hf_lsy_041[2],hf_lsy_041[2],2021-03-25,2021-03-25,测试,低价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.005649208,0.007180632,0.021569939,,,,
hf_lsy_041[3],hf_lsy_041[3],2021-03-25,2021-03-25,测试,低价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.004195983,0.010773649,,,,,
hf_lsy_041[5],hf_lsy_041[5],2021-03-25,2021-03-25,测试,低价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.001889908,0.017354729,,,,,
hf_lsy_041[10],hf_lsy_041[10],2021-03-25,2021-03-25,测试,低价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.006367352,0.027084761,,,,,
hf_lsy_041[20],hf_lsy_041[20],2021-03-25,2021-03-25,测试,低价位-收盘价与换手率的相关系数（收盘价未经标准化处理）,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,0.011139527,0.031499495,,,,,
hf_lsy_042[1],hf_lsy_042[1],2021-03-11,2021-03-11,入库,低价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,在-1到1之间,-0.013222615,-0.003081041,0.008222566,,,,
hf_lsy_042[2],hf_lsy_042[2],2021-03-25,2021-03-25,测试,低价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.012804504,-0.003487829,,,,,
hf_lsy_042[3],hf_lsy_042[3],2021-03-25,2021-03-25,测试,低价位-收益率与换手率一阶差分的相关系数,code_min,None,None,None,否,增量,否,None,高频因子日频化，参考中信研报,,-0.011383025,-0.003630631,,,,,
